17061E09131DF3000,10.430,-1.452,SlideAdapter2,-22.35,6.25
reagentMWP,A,2,SlideAdapter2,-22.35,6.25
17061E09131DF3000,10.469,16.264,SlideAdapter2,-22.35,10.75
reagentMWP,A,2,SlideAdapter2,-22.35,10.75
17061E09131DF3000,10.556,12.759,SlideAdapter2,-22.35,15.25
reagentMWP,A,2,SlideAdapter2,-22.35,15.25
17061E09131DF3000,10.922,-3.492,SlideAdapter2,-22.35,19.75
reagentMWP,A,2,SlideAdapter2,-22.35,19.75
17061E09131DF3000,11.387,-27.865,SlideAdapter2,-17.85,6.25
reagentMWP,A,2,SlideAdapter2,-17.85,6.25
17061E09131DF3000,11.448,14.813,SlideAdapter2,-17.85,10.75
reagentMWP,A,2,SlideAdapter2,-17.85,10.75
17061E09131DF3000,11.563,-2.960,SlideAdapter2,-17.85,15.25
reagentMWP,A,2,SlideAdapter2,-17.85,15.25
17061E09131DF3000,11.851,-6.684,SlideAdapter2,-17.85,19.75
reagentMWP,A,2,SlideAdapter2,-17.85,19.75
17061E09131DF3000,11.993,-16.960,SlideAdapter2,-13.35,6.25
reagentMWP,A,2,SlideAdapter2,-13.35,6.25
17061E09131DF3000,12.415,-14.314,SlideAdapter2,-13.35,10.75
reagentMWP,A,2,SlideAdapter2,-13.35,10.75
17061E09131DF3000,12.544,-21.123,SlideAdapter2,-13.35,15.25
reagentMWP,A,2,SlideAdapter2,-13.35,15.25
17061E09131DF3000,12.836,26.801,SlideAdapter2,-13.35,19.75
reagentMWP,A,2,SlideAdapter2,-13.35,19.75
17061E09131DF3000,12.841,-31.951,SlideAdapter2,-8.85,6.25
reagentMWP,A,2,SlideAdapter2,-8.85,6.25
17061E09131DF3000,12.943,-14.110,SlideAdapter2,-8.85,10.75
reagentMWP,A,2,SlideAdapter2,-8.85,10.75
17061E09131DF3000,13.190,-32.981,SlideAdapter2,-8.85,15.25
reagentMWP,A,2,SlideAdapter2,-8.85,15.25
17061E09131DF3000,13.831,-6.148,SlideAdapter2,-8.85,19.75
reagentMWP,A,2,SlideAdapter2,-8.85,19.75
17061E09131DF3000,13.905,-17.736,SlideAdapter2,-4.35,6.25
reagentMWP,A,2,SlideAdapter2,-4.35,6.25
17061E09131DF3000,14.084,-12.844,SlideAdapter2,-4.35,10.75
reagentMWP,A,2,SlideAdapter2,-4.35,10.75
17061E09131DF3000,14.911,16.461,SlideAdapter2,-4.35,15.25
reagentMWP,A,2,SlideAdapter2,-4.35,15.25
17061E09131DF3000,16.498,-28.614,SlideAdapter2,-4.35,19.75
reagentMWP,A,2,SlideAdapter2,-4.35,19.75
17061E09131DF3000,16.502,-10.498,SlideAdapter2,0.15,6.25
reagentMWP,A,2,SlideAdapter2,0.15,6.25
